employee_id,lstm_score,true_label
1,0.36241170916863125,0
2,0.18438091983588087,0
3,0.4205956076037265,0
4,0.14785132313613417,0
5,0.2021557687181336,0
6,0.2718848140608409,0
7,0.15128871873199615,0
8,0.3003673184261006,0
9,0.34765813190041434,0
10,0.2790182416459716,0
11,0.2612889645533825,0
12,0.2901691435635245,0
13,0.2528879176865722,0
14,0.2929999052061191,0
15,0.4224352846233628,0
16,0.22221652207042153,0
17,0.36819879413610623,0
18,0.4159182869960037,1
19,0.27392068218425464,0
20,0.3561861781392624,0
21,0.3276214196208957,0
22,0.27687230310972083,0
23,0.31516098893145245,0
24,0.3098155965025427,0
25,0.2895215080859331,0
26,0.3271554511522559,0
27,0.3312650079559498,0
28,0.3274254356902539,0
29,0.3192760745348672,0
30,0.30160951608467923,0
31,0.3388880583942952,0
32,0.2708525386636085,0
33,0.3803543093088269,0
34,0.35479743679598125,0
35,0.3225187258841374,0
36,0.34919473489712427,0
37,0.33252531251285017,0
38,0.3279801991317959,0
39,0.2580828509598219,0
40,0.31354832946520167,0
41,0.41291747494843306,0
42,0.302582703495722,0
43,0.5031188800019843,1
44,0.33326456785525854,0
45,0.3502163700509029,0
46,0.2988796429453529,0
47,0.40474274689730283,0
48,0.31482753495916366,0
49,0.31802861374008556,0
50,0.19018959803226557,0
51,0.36772045243505663,0
52,0.26139692495733674,0
53,0.3501507360998987,0
54,0.3115035482634729,0
55,0.3312081130890077,0
56,0.45167792616985175,0
57,0.48942107525725836,1
58,0.19280012385253728,0
59,0.3199313213242558,0
60,0.20905171397807873,0
61,0.2854190082596068,0
62,0.33209392100318924,0
63,0.24862300430407616,0
64,0.392161209190577,0
65,0.3395895861530311,0
66,0.3473918275238646,0
67,0.41370260650901486,1
68,0.2667361797981075,0
69,0.32020927064512034,0
70,0.189491148976525,0
71,0.2900472827668839,0
72,0.3358599724029216,0
73,0.31075332839196784,0
74,0.33163130175105193,0
75,0.21567837676182497,0
76,0.34543129908986403,0
77,0.31864303893488627,0
78,0.25131691438439757,0
79,0.26339799980951945,0
80,0.2688307318906777,0
81,0.32884026706575215,0
82,0.3339426525946592,0
83,0.27339392694569614,0
84,0.12302751596160537,0
85,0.3216695115679304,0
86,0.32725588658226706,0
87,0.3160148606033142,0
88,0.16143821404139144,0
89,0.348588590433927,0
90,0.3225284987638312,0
91,0.5798140664341896,1
92,0.30494539743934485,0
93,0.3637893464534003,0
94,0.336119931737722,0
95,0.36820050633887963,0
96,0.3169457566941119,0
97,0.26134034964802294,0
98,0.3200154193811256,0
99,0.21297579883124404,0
100,0.2659863570420002,0
101,0.3752048086260029,0
102,0.1973114663165915,0
103,0.25719816012426877,0
104,0.3421498337135329,0
105,0.2925748942418429,0
106,0.2713895726122186,0
107,0.3043407220596076,0
108,0.32105814055625165,0
109,0.178163532189056,0
110,0.3350267270247964,0
111,0.2593768970942551,0
112,0.35874396534279973,0
113,0.270114234205108,0
114,0.26642181976119367,0
115,0.2617772953945465,0
116,0.2718721552950051,0
117,0.2737083870758403,0
118,0.3554354638856578,0
119,0.33915453977888305,0
120,0.3655111794528963,0
121,0.3009718227534357,0
122,0.1969899857041275,0
123,0.42290944387667606,0
124,0.33233378500616767,0
125,0.295860077500863,0
126,0.3221574817862752,0
127,0.25599187884983793,0
128,0.3209762825924786,0
129,0.33667009815955523,0
130,0.373428891978548,0
131,0.2856169972951752,0
132,0.2970849033135526,0
133,0.2366658334912831,0
134,0.3784975808929265,0
135,0.3155539504886771,0
136,0.32722840438569695,0
137,0.2757728170716647,0
138,0.25700851949820674,0
139,0.3419195272072755,0
140,0.27623146079790906,0
141,0.5546160022856589,1
142,0.27238173276526273,0
143,0.2265912557651756,0
144,0.30818993080661544,0
145,0.25758737725662256,0
146,0.29585506278469287,0
147,0.42643494644508534,1
148,0.3232946707617601,0
149,0.321749879362635,0
150,0.3892991231572018,0
151,0.2958336720844393,0
152,0.3004149719312374,0
153,0.32414658590129025,0
154,0.2252463292656476,0
155,0.35821533004081596,0
156,0.32442810261096966,0
157,0.2765445437852751,0
158,0.3882251858383981,0
159,0.31350991254983746,0
160,0.3428088033440819,0
161,0.40351761011651505,0
162,0.46726151680436007,0
163,0.3539837317156407,0
164,0.42325633870127644,0
165,0.3330633193321269,0
166,0.33393160791493476,0
167,0.3616340135195193,0
168,0.38984873874553133,1
169,0.2792910463964899,0
170,0.23187687746906618,0
171,0.2742918970469506,0
172,0.35540685215200707,0
173,0.4883722393429129,1
174,0.20430179713227092,0
175,0.25356224303003483,0
176,0.2637581059483917,0
177,0.3323582419827762,0
178,0.3474371539651823,0
179,0.2829865301198014,0
180,0.3538369558711066,0
181,0.3652606857511745,0
182,0.3516913759589919,0
183,0.3765339781401678,0
184,0.3451877275886123,0
185,0.3970697844078044,0
186,0.3575874422199922,0
187,0.24942579150937086,0
188,0.4008226831270117,0
189,0.35219157242111393,0
190,0.30997969641395956,0
191,0.522059263771646,1
192,0.25296243840811866,0
193,0.5321506924246169,1
194,0.3182108033464692,0
195,0.3810013063338353,0
196,0.31900474874321855,0
197,0.3696791459502223,0
198,0.23908436776618822,0
199,0.4523246818672448,0
200,0.39497067980632133,0
201,0.11567129980585018,0
202,0.16025514751775838,0
203,0.18344741281678703,0
204,0.23044595053043196,0
205,0.25058633601992936,0
206,0.23632502579964063,0
207,0.3677522071690431,0
208,0.32192161012407045,0
209,0.32023006732104403,0
210,0.32641822353516775,0
211,0.1104203095010939,0
212,0.25989965099777296,0
213,0.3301021968730323,0
214,0.34988757077718463,0
215,0.37088209665709004,0
216,0.2678988733079946,0
217,0.35897060487385507,0
218,0.3465503737451967,0
219,0.5090647767927133,1
220,0.2270438263517965,0
221,0.24385085995579125,0
222,0.20841612345129998,0
223,0.354884575339008,0
224,0.3358223957143465,0
225,0.48050250563329194,1
226,0.3096070092152865,0
227,0.34483942778553606,0
228,0.38673581979026445,0
229,0.387668416969491,0
230,0.2867703348536526,0
231,0.3236260760003487,0
232,0.3698771969795307,0
233,0.34417693674450495,0
234,0.1833807754844089,0
235,0.3133345611342408,0
236,0.3138727320615822,0
237,0.30516892533794243,0
238,0.33680721239170036,0
