employee_id,if_employee_score
1,0.5592930813801669
10,0.5933425822240064
100,0.5285045254914598
1000,0.5824083743402877
1001,0.5820738589715695
1002,0.5792364348279437
1003,0.5831589163736852
1004,0.59572897832013
1005,0.5851393537392546
1006,0.6455710721812185
1007,0.5504949484510139
1008,0.5844521527683287
1009,0.6240355380268722
101,0.5832419128719765
1010,0.5855916679191392
1011,0.6134110801658682
1012,0.585072188193418
1013,0.6062371423727151
1014,0.542859346716069
1015,0.5916698978317178
1016,0.569082032278966
1017,0.5689359839732001
1018,0.558781402187218
1019,0.5823719827227954
102,0.6499475318475989
1020,0.5924703284469888
1021,0.5937184145984015
1022,0.571272201770667
1023,0.5771324935181628
1024,0.5646955535196424
1025,0.5900461814218138
1026,0.5834735969399885
1027,0.5714259970206963
1028,0.5857796848497564
1029,0.5938867790939076
103,0.5242588672473516
1030,0.6228209313733928
1031,0.5933205305099125
1032,0.6124647941986263
1033,0.5807731449488653
1034,0.595012955025141
1035,0.5742362354381538
1036,0.5887585075210757
1037,0.552785580240313
1038,0.5175401685348571
1039,0.5677000896593664
104,0.5769407942095148
1040,0.5923044828927816
1041,0.5840729863381632
1042,0.5366356613318283
1043,0.580830184220475
1044,0.5869252448138418
1045,0.5771164174624355
1046,0.5607657656239315
1047,0.5930549611408386
1048,0.5889264624980932
1049,0.5974190544442921
105,0.5913964096997668
1050,0.5340124231118573
1051,0.6092811694888483
1052,0.5802122565269343
1053,0.5713594710391486
1054,0.5675567013327629
1055,0.5776063608618331
1056,0.576548011310991
1057,0.5702916271391744
1058,0.5850415439313421
1059,0.6056529341751671
106,0.5849196654335453
1060,0.608589170273756
1061,0.5385420900515628
1062,0.5618420593080262
1063,0.5995393839525816
1064,0.5794945810061545
1065,0.5764338261908197
1066,0.5331482421366553
1067,0.5808163585354756
1068,0.5764569343632434
1069,0.5236764556135644
107,0.5977871733608766
1070,0.5691324964174318
1071,0.6056785219808228
1072,0.5736139426620506
1073,0.575536806780954
1074,0.6007840825249795
1075,0.5996716846172412
1076,0.5788269457234292
1077,0.5830479780182697
1078,0.5519896022019247
1079,0.5790478442012695
108,0.5996211471705815
1080,0.5887760972783322
1081,0.6042346539593434
1082,0.6336190472412451
1083,0.5676858885491606
1084,0.5775662904276176
1085,0.6062272226308821
1086,0.5664035852654711
1087,0.5778934615946594
1088,0.5591548560573355
1089,0.53444553988796
109,0.58612291353408
1090,0.6060874427138331
1091,0.5427600427795072
1092,0.5794858998266101
1093,0.6162753115339733
1094,0.5704109608659813
1095,0.6374766269240552
1096,0.5985976470387186
1097,0.5803474655496954
1098,0.6053525632076844
1099,0.586698787606602
11,0.5562024244600177
110,0.5346018616777982
1100,0.5872204429954158
1101,0.5854266028376551
1102,0.5566978621836178
1103,0.5709970091266781
1104,0.5338061604308265
1105,0.5412708216167453
1106,0.5592225977990702
1107,0.6112605083416521
1108,0.6582139584479489
1109,0.5829168017138726
111,0.5914193832890609
1110,0.5235422784481936
1111,0.5785438911132653
1112,0.5840582955849949
1113,0.5605300121251566
1114,0.575945894438709
1115,0.6481749696054256
1116,0.5690778399132959
1117,0.5722096574949846
1118,0.6042974780107727
1119,0.5956131799766292
112,0.5299798197306375
1120,0.5240442217442648
1121,0.5738645654377179
1122,0.6035677603966786
1123,0.5927818787353263
1124,0.5873636298308905
1125,0.6198346907631355
1126,0.5747524235856902
1127,0.5483343715027242
1128,0.6530986064364808
1129,0.5933832076197363
113,0.5670714202685829
1130,0.5690258638939223
1131,0.6067876078461494
1132,0.5371455814230911
1133,0.5844876654782418
1134,0.5883085693729839
1135,0.5746947671529365
1136,0.5696809837003658
1137,0.5632254200066324
1138,0.5897273636834544
1139,0.6332114080327776
114,0.5376043924724394
1140,0.5446248231707453
1141,0.5704009652088406
1142,0.6123748446996167
1143,0.5899257651179988
1144,0.5895072153444767
1145,0.5850880132716343
1146,0.6442502666149179
1147,0.6137981026416202
1148,0.5750097948851771
1149,0.6011201380024994
115,0.6016490571196913
1150,0.5635213484197958
1151,0.5333880130028122
1152,0.6103814474766733
1153,0.5845382401025362
1154,0.6414317144969117
1155,0.5440415776312134
1156,0.5665552111767683
1157,0.5923785270461553
1158,0.6117881598726542
1159,0.5417868026221931
116,0.5974962646090967
1160,0.5532984693420165
1161,0.5891982386657649
1162,0.5725528434688303
1163,0.579192095353855
1164,0.5721865020688641
1165,0.5918550181299757
1166,0.5792714988525286
1167,0.5644359657874376
1168,0.5890326303512967
1169,0.5765299691858099
117,0.5244235317434878
1170,0.5742821517327348
1171,0.5891700331914788
1172,0.5543421040102928
1173,0.5951334618918906
1174,0.5628571427679614
1175,0.5943481592422799
1176,0.5821493566772098
1177,0.5659140020961326
1178,0.5229716613293526
1179,0.5297350840767164
118,0.5780587883589389
1180,0.6462277686408507
1181,0.5981963315893114
1182,0.5592387728908962
1183,0.5982110515058068
1184,0.577673593237403
1185,0.5926911784516262
1186,0.5700163786211345
1187,0.5926358480947495
1188,0.5862067813461801
1189,0.5875800943234476
119,0.5512830299793477
1190,0.538761061424209
1191,0.5836872675494725
1192,0.5898459092447621
1193,0.5484153023538495
